,ozellik-1,ozellik-2,ozellik-3,ozellik-4,ozellik-5,ozellik-6,ozellik-7,cikis
27,-2.4334833163246516,9.615074465756702,1.3397418550702591,7.631608331318887,-8.790187180149996,4.882863734270372,5.638380149175114,0
28,-3.3849252074625267,7.687775738689996,1.0718942128354192,9.064859882888769,-7.115483408223634,3.9903171392834915,6.877194237461404,0
29,-3.008820142823576,-9.87055914865496,-9.911006796679642,6.643631343368466,3.049078146104308,6.910403267665489,6.911262716702705,1
30,-0.9713587474358003,-7.833999146825874,-7.492285526310059,7.824445922285368,0.32170037942749463,7.395439640936157,9.001108393640887,1
31,-3.0624489458791326,9.102160492416193,3.1559361489467253,7.059056808116146,-8.394021174190787,4.5613743919983545,8.125339588149643,0
32,-3.916334862620869,8.484708803297721,2.2869612984271486,7.847217241125426,-7.27859151383557,2.976784535092738,5.375784118032891,0
33,-4.833174227525917,8.157960755291011,1.6010519167748645,9.107705254992158,-8.821274874094916,1.8769068099550714,7.675316422560845,0
34,-2.636752044994962,-9.886073387956767,-7.614257999865794,6.625351949475304,2.9809402088524712,7.4954566748516775,8.61337781003621,1
35,-4.171131282618409,-8.60995277949498,-8.484421640892647,8.444583969893273,1.4571599133483637,7.369263074088477,8.046457012985893,1
36,-1.9591711586558762,-6.70281236205555,-8.38643102048436,7.855609550130167,1.2366710178921638,8.148118730210802,7.868989835384113,1
37,-5.160413943255482,9.5086271524708,1.8314973753071842,8.381273675797244,-7.806492234139112,2.927152137294903,6.866977257654872,0
38,-1.8562230266707347,-9.248004065782984,-9.956760551237284,6.156774026260058,2.601350438591154,7.650015688385871,8.264166410215077,1
39,-1.7070668049239166,-9.60096082560222,-8.481603074102866,6.555159235799985,4.22872919067458,6.175495802636334,7.561501648006596,1
40,-5.496432946791289,9.3045557495402,0.3603565248440692,8.527716899322101,-5.4486347176497265,2.597772295208027,5.757285865976371,0
41,-1.275937654998144,-9.501901461274656,-6.569926218886444,8.792658376565033,1.750332009045467,4.575454086020217,7.854563566429034,1
42,-2.541050038030142,9.587776812656768,1.5013248167601145,6.509269240769473,-7.7356032561992665,5.022704869561881,5.813197287419602,0
43,-2.505596249479503,-8.329600293311216,-8.213883612072848,8.702132392649238,1.594635857970826,7.380485109596261,10.135120292056518,1
44,-4.00066268477584,-9.325248977790205,-8.519815373636796,8.747527513131804,1.4202691882865164,8.851720493170928,8.775358991431675,1
45,-5.310729034882435,7.906076904577072,-0.5320662182375286,9.078922382410472,-6.756515581369498,1.696356145199721,7.5570006248760775,0
46,-3.101032438116475,8.563433484693839,0.5414210537713084,9.060581892044677,-6.783933881827354,3.7291066936416843,6.3910791384808565,0
47,-4.3920692863881925,10.60310250082835,0.8681723956893203,8.513924268023462,-8.111359561617467,3.2520911278610627,7.177544620244261,0
48,-3.145510269535003,-7.1799770860855,-8.474962479209031,7.326996387771782,3.122304462274298,8.769335031462338,8.934700956272275,1
49,-2.0001176623026047,-8.342393552911064,-8.474264453967466,7.670936008545327,0.9793469866641611,4.886197190260106,7.594480780308343,1
50,-3.689956019243017,7.860637629204309,3.3175817979319584,6.766595998421967,-6.686772379525071,1.8710993973158225,7.5942809582461575,0
51,-3.9681883662715824,-6.897136123873735,-8.066025412120052,8.907223935136779,2.4295486594775744,7.700286438292674,8.248197132361511,1
52,-2.4274297817158734,9.769570870824255,1.4052608237263642,6.910567698961257,-7.563507813439434,2.4362434652022324,7.017346934386552,0
53,-1.7746077618179754,-6.69608895246601,-8.096900235799236,8.318646100171872,2.8930767099602335,6.67158103316491,8.562190636155933,1
54,-1.8666105585217319,-7.827860968825579,-7.683811145853223,7.148589004979162,2.6438735085862586,7.681096269337571,9.854565530415751,1
55,-6.157416888653421,8.844502611779152,1.1550658623781647,7.888771650333645,-6.038651329876203,3.946692149354428,5.714028900992936,0
56,-2.7021855628277485,-8.059634492118189,-8.923860399656492,7.0753789164635625,4.265861786766375,7.563532209217499,8.559838556570323,1
57,-1.8660040435327778,-7.460582507066997,-7.0056643572012955,8.721110619593226,2.3749882505440763,7.842279833307342,8.964368212548065,1
58,-3.8021013845627314,-7.933425851228783,-7.654106167681433,7.6488941417988885,1.848750263363884,7.145013548498529,8.600228004297003,1
59,-5.226021626034577,8.822575086241573,0.45798804694650685,9.156366873590434,-7.801013180493869,4.196898306235327,7.613823784077081,0
60,-1.2333567081845,-8.427141257174723,-7.780039706796571,6.610858041341416,4.0985994097652,6.6076794106214685,8.573888966742587,1
61,-5.022295673628224,8.288978257320066,2.4433693390260665,7.7193977513990095,-6.51782505744837,2.0999577805982286,5.228089944888813,0
62,-4.656563292460548,8.1544882586945,1.2230020850403027,9.088455949219941,-8.247259898333098,4.016003374702772,5.070912350641726,0
63,0.08161659966826318,-4.836983162490375,-9.586200086892887,6.8950548398713005,3.18459186016573,6.692467372663578,8.665247065800205,1
64,-0.7141601736524754,-7.9486539249405395,-8.397274104232949,8.220394793138802,2.4233791466434544,7.2940257749365145,9.488708832295497,1
65,-6.032786647755846,7.792650480824753,1.6670369872467166,7.599709651870431,-5.596129868946242,2.221098373587865,6.675671309708773,0
66,-5.82160107386655,9.990187984173087,-0.732445265060514,8.002164006682547,-9.083527131481752,2.934706210389071,7.7646133196526765,0
67,-3.6368223003813105,7.058401911790704,1.8173133880667274,7.844350414958139,-7.046934400627772,3.971969373771387,6.987109372034984,0
68,-4.661262644390256,10.49377116593674,1.0402196684037348,7.656113361446278,-6.007182155046056,2.261432302468884,7.953786986922674,0
69,-4.199430323827137,8.64591727435264,3.0847503409677945,7.535165164987642,-8.027499412403793,4.561655277564145,6.64390421365162,0
70,-4.6881009432898315,9.556796444549695,-0.8589328974068788,8.308701990395782,-8.89581747816876,3.5750843773220033,6.845408101864303,0
71,-3.7255626383712044,8.742374350825626,1.4612838547211016,6.59764135544512,-9.421900733361616,4.5781509512063625,7.346648207855537,0
72,-4.687636323596378,7.061492243440167,0.4426201582820577,8.340421002036685,-7.779370208368575,3.2324647633596952,6.422458071515164,0
73,-0.6941530817593873,-7.149890003392201,-8.529292344417305,8.913843928583452,4.189004960888586,6.094345349634725,8.943082554648644,1
74,-2.2596857992993487,-7.590956638043807,-8.608577400815127,6.020194669220872,3.414090487615979,7.427036774681063,9.505571658687947,1
75,-1.876191396327137,-6.366049787759515,-10.233516296598665,5.308412189934192,3.7858840991852065,6.212393708708673,11.017054234464393,1
76,-2.0614332347126547,-9.002256090185085,-7.254301505323518,6.763776684886015,4.255125046758974,4.148285766846263,9.085186184407835,1
77,-0.3451537393759976,-6.9046290257422065,-9.93637327858065,7.665145968330842,3.496989339628968,5.877379136550968,9.515988349472149,1
78,-2.7533202223252164,-7.700511829834588,-9.209191048832785,5.4170527015140735,2.472076732682373,7.4919760976489975,10.078779381516187,1
79,-3.79338585433768,7.29720185775,2.5447371755353645,7.021622108343122,-9.300667620398404,3.149000561877764,5.560288047347034,0
80,-2.9244269159057694,-8.261198054606115,-9.901211774670362,7.239227973224933,2.3092585219541366,7.205185933297123,8.1944983663827,1
81,-5.049263825036869,8.205249091615084,1.4126961755599674,9.692737310951623,-7.375847297026192,4.301685364295954,6.373305626496025,0
82,-1.5341694612717833,-9.149495929779139,-9.003910327677772,7.568701753398095,3.5696449434694317,4.704183073749498,7.823249003120374,1
83,-2.212736597318437,-9.554836114658968,-8.101495047028486,7.701119842672472,3.2673537822509884,8.664841611542652,8.624080619876624,1
84,-3.6687478159756517,8.620956560507704,1.2507197351583925,5.790169099269741,-8.237833958026801,1.0930115982476156,5.440565085245344,0
85,-5.172346074786228,9.354384438895027,1.94950176254161,8.386495049420596,-6.888199827926289,4.751646769740716,8.24838797598538,0
86,-2.470207531919203,-9.78132996739384,-9.83957887780469,7.1858487586758475,3.1633174228899787,6.581205310005672,8.818096363752302,1
87,-3.726551988023447,9.554835199183291,1.139654588525463,8.2409394154943,-6.112100667760462,2.982235549896456,7.460500891117183,0
88,-3.317279497883421,-8.495066704344094,-8.127643203808613,7.0161163877651,2.9928162818399606,7.226399238992496,9.037442201449158,1
89,-5.458521407524499,8.889199462629415,1.6369480519778943,9.067523590135625,-8.216348847974043,5.710745072701338,7.142136793606124,0
90,-2.4072104052947885,9.62140330700259,-1.130199888198442,9.67923489448042,-8.26653839984356,3.107393516651612,6.169472863249001,0
91,-3.1291975944001287,10.053297786227187,0.186729715807057,8.228475570983823,-7.1173011296204445,3.2604868062674823,7.4472460628139965,0
92,-4.933577078893175,8.319037425803954,2.873805394519296,8.444241205230252,-8.329880247963512,4.6107969442604615,6.343905758703747,0
93,-0.9062045235212096,-7.621094442840269,-9.48313350267579,7.411302051961631,1.097774804226714,5.883984602383048,8.895513784045578,1
94,-3.400047331442901,-8.176874627318256,-8.47217091876027,8.491163805078772,2.6260418314541614,4.4221737693111285,8.444046081874557,1
95,-5.639170417559333,9.166933698739394,1.3371066119096233,7.540958669653177,-7.1899456044742625,2.1152321180448053,6.4261753116917255,0
96,-2.110177064660483,-8.03032789316516,-9.039074366311393,4.90168949754455,0.2117214821723974,7.694786706504721,8.109789245701316,1
97,-1.5276332247549087,10.318847515722164,0.7440525849336096,8.01588601598236,-8.783316176679218,2.0033526413815403,6.715060551248898,0
98,-4.848806896746769,8.511966565562107,0.8249631799599394,8.222935598574114,-8.471878791284036,2.5944647855195067,5.747736312501352,0
99,-3.464607523251008,7.292564704108033,1.0633034334015021,7.2085418159921595,-8.675389335236478,4.008416844789117,5.099730875337616,0
100,-4.576482992646293,8.594641405689769,-0.27431987752992626,5.924391076520109,-9.29302698989447,3.4645386022778344,6.944294666377378,0
101,-4.053780235878322,9.34916396570109,1.1276248913950957,7.189976037439754,-8.057692158620332,1.8347901894721463,6.152049560983681,0
102,-4.748805851006309,10.618330106959593,2.464305911955159,7.1335733381084925,-7.859810639979655,3.8395221302053866,7.64672974046143,0
103,-4.270758826737084,9.635016860092122,1.131362661192995,9.238592121388384,-7.643830628116123,5.4502753693644195,5.96487927573498,0
104,-3.961911570685804,7.664589744503973,0.8488916771649989,7.962386308281993,-7.832141787220448,3.1827679014155583,6.94363063232027,0
105,-2.89271854375861,9.350499290984782,1.0822513954192496,6.065656581880529,-6.767452637575554,3.5696272205664092,5.1314915533970105,0
106,-4.88167084232379,9.532603681316118,0.42204683020023814,7.054280389893129,-9.024297639130245,3.789069859033159,5.647784935951111,0
107,-1.6072955055311813,-7.85154528706109,-10.570745725232884,7.677597117591127,1.5305693594982208,7.399521392028684,8.168029820466725,1
108,-0.9076868262813492,-8.022237642879842,-10.25181894291092,9.569452224704943,3.2708558000617174,6.272986765131723,8.279859549995443,1
109,-2.755298174948665,-8.068072157277356,-8.354162351033583,7.384114207643483,2.8202499621113537,6.310696006411809,9.267496602040564,1
110,-2.411102635031252,-9.786217673145025,-8.612808513696349,8.300209233669616,2.462838294424832,5.741948769855176,8.390891257363496,1
111,-0.6197095651837656,-7.997073656127462,-10.094326243259646,7.392997709130708,3.555113045005778,7.026172360089529,8.458248900127542,1
112,-3.6512182284110626,10.14221487523041,0.2683211220437123,8.93708010186989,-8.440291766293056,4.283678682122133,5.663536716133832,0
113,-2.511076196795888,-7.196792084090511,-9.169501063344498,7.390972838808591,4.96282029554527,8.86168419294418,10.23657799915047,1
114,-1.4985194284617747,-7.991076082182947,-8.945936291469136,6.468497746127773,2.989635786175671,7.610459203215012,10.877256982793876,1
115,-0.5622930554014918,-8.157322656917072,-8.735549287691834,8.655478469478858,2.9178648686173267,5.58641590278593,8.216600545880695,1
116,-1.3810522697533294,-9.121588828380872,-8.484015372071289,7.055983248823283,1.2027068752313617,6.779720470013708,9.698961288678813,1
117,-2.488161949029506,10.366453071225884,0.02922241487348254,9.677241079682734,-9.788891709760447,3.431360940079758,5.298441870902489,0
118,-0.8469090212550028,-9.167509765112458,-7.667674997215047,7.286327436292471,0.14331414560816658,7.591438512402134,9.02281985879181,1
119,-0.2680875943940424,-8.836966275088432,-8.578076896506026,7.188528880493654,2.529922919666978,8.21205945075057,9.681061981732856,1
120,-3.017465470816976,7.078504512620589,1.5953925003498957,8.859223498979953,-7.765247244057846,5.072760502674835,5.7656245641333,0
121,-4.207283599143414,7.6575315398948165,-0.06263500029656477,7.888505807620377,-6.320686826320561,2.9998843663858983,7.195772223944111,0
122,-5.962130982081492,11.116346299107754,1.724216752895812,6.156398182572137,-7.525272281760922,2.5195582627385074,7.1209357884465065,0
123,-3.311495653856565,9.923532725723842,-0.16489079930942596,6.7587716272914555,-7.176440582389657,2.0332116603673827,5.631051820353764,0
124,-2.1505203913433952,-6.82820754855125,-8.94512106197693,7.291962578826254,4.150512342303029,9.13361957223018,8.85816238262397,1
125,-5.562711891398305,9.13740405000385,2.0808595859807024,6.805241423285807,-9.188296816173672,4.58337936555311,6.881739638577712,0
126,0.07485146255272257,-6.334522234182741,-8.787013946658412,6.2079380550262115,3.9042191904136376,7.3345446103073,8.609196584933745,1
127,-5.606484141823521,9.01883658522742,2.048960124712575,9.759422921981503,-7.56270221634217,3.0041037138595366,7.851156134487699,0
128,-5.02979394215277,9.281599176634218,-0.6344391888538823,6.536484640979067,-9.34792987547513,3.29209484024112,6.444536329492525,0
129,0.45648804858639513,-7.55950162038046,-8.176809481112052,8.027378500289508,2.1227585174471546,6.910239173786057,8.339447287075023,1
130,0.1755222354152699,-9.898377150074078,-10.349423638900543,8.60011128510551,5.298079978355888,6.700892145773996,8.603050809641942,1
131,-3.0239518009950537,5.975252032231106,0.8085783673911772,8.112836055220194,-8.71105361337534,2.4532500799692163,5.300815680644893,0
132,-1.7758874301362495,-9.081685984418403,-8.981234277377917,8.144737218820877,3.0366952729135495,5.993159533370569,8.108471800011866,1
133,-1.7688098894066302,-7.402316177080305,-9.282848472604684,5.887621272381575,4.739043574342721,7.125332295800707,10.05106738598924,1
134,-1.470142791627595,-8.040956997535977,-8.30391408307709,6.633416856737255,3.11080922857928,7.951192265161265,8.84950283628605,1
135,-4.9313633869678775,9.743767307976203,2.1516724556694586,9.703532025211942,-8.352872291589803,4.1160628954831955,5.122291625034447,0
136,-1.323966069622124,-8.488689344783623,-8.7753893618168,7.172605394552617,3.515784470059285,6.3968957982658035,10.30015500252656,1
137,-4.2828928159065995,9.610162187361816,1.1204592530576047,7.917081727180424,-6.93999247648068,6.1208119781494705,4.27027460709047,0
138,-0.49861610166772463,-8.679843404948713,-10.801956967184243,8.672718658806925,3.7473853639137893,7.374688422411102,11.400780726988502,1
139,-2.500175785722042,-7.915534378731315,-6.377663194153808,7.059154817380378,3.5377739302046507,6.958497655165187,8.028975801492967,1
140,-2.939196147021269,10.093756985699981,0.27979067121290424,9.513667229485844,-8.557074490770898,2.188721060308475,6.379760417603098,0
141,-3.26251606248002,-7.744204542274318,-7.214319157387278,8.790517592118007,3.638784783065677,7.315731729918048,8.117473507323892,1
